title,company,salary,summary
"ADMIN COORDINATOR (ONLINE PURCHASING) (5 DAYS – NEAR MRT, CL...",BIOSKIN HOLDINGS PTE LTD,NA,Data entry and monitor stocks. Liaising with locals / overseas supplier and vendor....
Data Scientist/ Engineer,Carro,NA,Data management and engineering to collect and process data to be used in modelling; Able to synthesize data into actionable business insights;...
Technical Analyst - Financial System,Marina Bay Sands,NA,"Tableau, Spotfire, Cognos) and data frameworks (e.g. Hadoop) or other data Analytics tools is preferred. Undertaking data collection, preprocessing and analysis..."
Research Fellow,Duke NUS graduate medical school Singapore,NA,"The selected candidate will assist in cancer research experiments, data analysis and manuscript preparation. The primary goal of Dr...."
Research Assistant/Associate,Duke NUS graduate medical school Singapore,NA,"Applicants will need proven skills in conducting and writing up quantitative data analysis. Conduct quantitative data analysis (example, multivariate analysis,..."
Trader / Junior Trader for Agricultural commodities,Valency International Trading,NA,Work closely with colleagues and external counter-parties to handle export/import data. Help to maintain and analyze a regional physical Sugar Trading book....
Data Entry and Entry Level Workers Required,NA,NA,"Previous Data Entry/Administrative experience. We are looking for an energetic, hardworking person willing to work in a team but can also work alone when..."
Admin Assistant cum Receptionist,CP Pte Ltd,NA,Perform data entry and scan documents. Resume formatting (to put raw resume data into company template). Provide general administrative and clerical support...
Solution Specialist - Data Integration,Oracle,NA,Solution Specialist - Data Integration-17001DUS. Applicants will be experienced individuals with a minimum 8 years of professional experience with proven sales...
Warehouse Assistant,MSD,NA,"Input transaction data into the business computer systems and file the documents accordingly. Perform day-to-day warehouse related tasks such as receiving,..."
Business Strategy Consultant,NA,NA,A high degree of comfort with strategic decision-making and strong quantitative skills to develop financial or operational models and supervise data analysis....
Global Brand Ambassador,Titans Marketing Group,NA,"Establish and implement tracking procedures for each client via KPI and companies data analytical systems. “When there’s a will, there’s always a way.”...."
Regional BI Finance Analyst (LEL),Lazada,NA,"Comfortable in dealing with big data for analysis and data modelling purposes. Extract, transform and load (ETL) data from multiple source from Data Warehouse..."
Back End Engineer,Bambu,NA,Data models and stored procedures.  Implementating of security and data protection.  Responsible for designing and implementing data storage and ensuring...
"Marketing Associate, Global South Asia and Middle East (Asso...",Bank of Singapore,NA,"Maintains client data and reports, e.g. contact lists, account numbers, facilities details, status of credit reviews/renewals, etc. Permanent, Full time...."
Project Planner,OneLink HR consultancy Pte Ltd,"$3,000 - $4,200 a month",Please be informed that the personal data you provided by way of your job application to *OneLink HR Consultancy Pte Ltd*. Work Location- Ang mo Kio....
Data Scientist,NA,NA,Data scientist with hands on expertise in building and executing analytics modules on various technology platforms including big data technology platforms....
Lead Research Officer,Singapore Institute of Technology,NA,"Collation, organization and management of institutional data relating to learning outcomes. The successful applicant will lead a team of research assistants in..."
Production Assistant,CEI Contract Manufacturing Limited,NA,Basic computer knowledge to perform data entry. Packing of finished products into carton boxes or polypropylene boxes and strapping....
Process Engineer,Jacobs,NA,"Activities shall include Process simulation, preparation of Process deliverables like Design Basis, Process Flow Diagrams, Material Selection Diagrams, Heat &..."
Field Application Specialist,Vela Diagnostics,NA,Bioinformatics experience with analyzing NGS data is a plus. Utilize data collected from customers to improve the quality and cost of products through a...
Assistant Technician/Technician,Temasek Life Sciences Laboratory Limited,NA,Collection of operation data from fish system and optimisation of water flow dynamics. No....
Service Engineer,Siemens AG,NA,"Contributes to or conducts the maintenance and improvement of internal tools, equipment, processes, and data repositories. What are my job responsibilities?..."
"Data Center Segment - Business Development Director, APAC",EATON,NA,Experience in Data Center industry. Strong data mining and analysis skills. Establish Eaton as a leader in the data center industry community....
Senior Infra Project Manager (Data Centre Migration),NA,NA,"Data Center Migrations & Consolidations which includes scope planning, financials/budget, timelines, managing Network Infrastructure procurement, delivery, rack..."
Executive (Industry Development Division 2) (1 Year Temporar...,SkillsFuture Singapore,NA,Able to handle and manage data and information. Monthly collation of data from at least 20 providers for reporting purposes....
Financial Analyst,FIS,NA,"Track VSOE data for recurring and services fees. Support the sales, presales and PS teams from a data management and analysis perspective (SFDC, sales reporting..."
Application Support Engineer,Nano Equipment Pte Ltd,NA,We provide custom software development services. The Application Support Engineer will provide application support for server applications and mobile apps...
"Director of Strategic Insights, Analytics, Demand Planning",Electronic Arts,NA,"Recommend improvements to existing data structure and forecast methodologies. Working knowledge of SQL with experience writing queries for large, complex data..."
Part Time Information Technology Administrator,Castlery,NA,"As an e-commerce tech startup, we move decisively on insightful data and leverage on technological solutions to supercharge our operations...."
"ADMIN ASSISTANT (East, Club environment), above $2K",RI Talent Solutions Pte Ltd,NA,"Prepares reports or provides necessary data for Manager's preparation of reports. Deliver secretarial and admin support to Manager, which includes:...."
Repair Development Engineer,NA,NA,Experience on Strain gage optimization and data reduction. Understand the legacy data and replicate the analytical approach followed....
ETL Developer / Database Developer,Emporio Analytics,NA,"Audit and QA data and processes to ensure data quality and integrity throughout the data ecosystem. Support in the Design, architecture, implementation and..."
Learning and Development Advisor,NA,NA,"In addition, you have strong expertise in MS Office and an understanding of data analytics. O Support the execution of learning evaluation strategy and..."
Data Scientist,Accenture,NA,"As well as be exposed to the challenges of using statistics in a business setting, such as incomplete data, biased data, large data sets, low signal-to-noise..."
Technical Customer Support Engineer,Solace Corporation,NA,"Solace technology enables open data movement by routing information between applications, devices, and people across clouds using open APIs and protocols...."
"VP, Enterprise Development",MasterCard,NA,"Recognizing the co-ordination challenge posed by the time-zone differences between Europe, the US and AP, MEP and the region aims to appoint a senior,..."
Accounts Assistant (Internship),Eurekahedge Pte Ltd,NA,Data entry and ad-hoc duties as assigned. Responsibilities and Duties*....
Data Centre Engineer,Capita Pte Ltd,"$2,800 - $3,400 a month",Data center power. Responsible for day-to-day operation of End User's data center infrastructure. More than 2 years of overseas large-scale data center on-site...
Admin Executive,LOB Education Centre Pte Ltd,NA,"Handle paperwork, data entry, filing & billing. Brief job description:...."
Marketing Reporting Analytics Manager,Oracle,NA,"Strong interest and relevant experience in data analysis and visualisation. Be engaged as a consulting partner for all data driven projects, decision support,..."
Senior Software Developer,Cresco Data Pte Ltd,"$4,000 - $5,000 a month","We are looking for a Senior Software Developer to help us enhance and support the Cresco Data platform. As part of the tech team, you will work on a range of..."
Project Officer,Lucky Joint Construction Pte Ltd.,NA,Data entry of claims entry details into the system. Churn out reports on installation of Telecommunication....
Technical Specialist,KES Systems & Service (1993) Pte Ltd,NA,Records and monitors troubleshooting data. Responsible in boards troubleshooting and rework activities to support production test i order to improve efficiency...
HRIS & Reporting,ams,NA,"Lead the development and implementation of Master Data (MD) and reporting strategies, as well as governance policies & procedures including communication for..."
Junior SAS Programmer,NMG Consulting,NA,"Data entry/data audit. Data capture template development. Involvement in data entry/data audit process. Solid data auditing, analytical and problem solving..."
Marine Service Engineers & Junior or Trainees Marine Service...,Hostmost,NA,Hostmost Engineering (S) Pte. Ltd. is actively looking for individuals to join the existing team in the quest forward for and exciting future. HIGH LEVEL...
Store Assistant (Part-Time),Kester Components Pte Ltd,NA,Perform data entry into system. Pick and pack into proper packaging for overseas shipment....
Mobile Analytics & Project Management Executive,Sephora,NA,Lead Data Engineer. The data is definitive:. This job is not available any more....
Credit Analyst (Retail),Randstad Direct Singapore,NA,"You will analyse their financial data, examine credit history to mitigate credit risks, support credit limit request and payment terms changes, create and..."
Associate Agents,Savills,NA,Personal data collected will be used for recruitment purposes only. Savills is a leading global real estate service provider listed on the London Stock Exchange...
Junior Equity Derivatives Trader - Singapore,Macquarie Group Limited,NA,Warrant market data; Macquarie’s Equity Derivatives and Trading Division (EDT) is seeking strong candidates for the role of Derivative Trader on its Singapore...
"ADMIN COORDINATOR (ONLINE PURCHASING) (5 DAYS – NEAR MRT, CL...",BIOSKIN HOLDINGS PTE LTD,NA,Data entry and monitor stocks. Liaising with locals / overseas supplier and vendor....
Data Scientist/ Engineer,Carro,NA,Data management and engineering to collect and process data to be used in modelling; Able to synthesize data into actionable business insights;...
Technical Analyst - Financial System,Marina Bay Sands,NA,"Tableau, Spotfire, Cognos) and data frameworks (e.g. Hadoop) or other data Analytics tools is preferred. Undertaking data collection, preprocessing and analysis..."
Research Fellow,Duke NUS graduate medical school Singapore,NA,"The selected candidate will assist in cancer research experiments, data analysis and manuscript preparation. The primary goal of Dr...."
Research Assistant/Associate,Duke NUS graduate medical school Singapore,NA,"Applicants will need proven skills in conducting and writing up quantitative data analysis. Conduct quantitative data analysis (example, multivariate analysis,..."
Trader / Junior Trader for Agricultural commodities,Valency International Trading,NA,Work closely with colleagues and external counter-parties to handle export/import data. Help to maintain and analyze a regional physical Sugar Trading book....
Data Entry and Entry Level Workers Required,NA,NA,"Previous Data Entry/Administrative experience. We are looking for an energetic, hardworking person willing to work in a team but can also work alone when..."
Admin Assistant cum Receptionist,CP Pte Ltd,NA,Perform data entry and scan documents. Resume formatting (to put raw resume data into company template). Provide general administrative and clerical support...
Solution Specialist - Data Integration,Oracle,NA,Solution Specialist - Data Integration-17001DUS. Applicants will be experienced individuals with a minimum 8 years of professional experience with proven sales...
Warehouse Assistant,MSD,NA,"Input transaction data into the business computer systems and file the documents accordingly. Perform day-to-day warehouse related tasks such as receiving,..."
Business Strategy Consultant,NA,NA,A high degree of comfort with strategic decision-making and strong quantitative skills to develop financial or operational models and supervise data analysis....
Global Brand Ambassador,Titans Marketing Group,NA,"Establish and implement tracking procedures for each client via KPI and companies data analytical systems. “When there’s a will, there’s always a way.”...."
Regional BI Finance Analyst (LEL),Lazada,NA,"Comfortable in dealing with big data for analysis and data modelling purposes. Extract, transform and load (ETL) data from multiple source from Data Warehouse..."
Back End Engineer,Bambu,NA,Data models and stored procedures.  Implementating of security and data protection.  Responsible for designing and implementing data storage and ensuring...
"Marketing Associate, Global South Asia and Middle East (Asso...",Bank of Singapore,NA,"Maintains client data and reports, e.g. contact lists, account numbers, facilities details, status of credit reviews/renewals, etc. Permanent, Full time...."
Project Planner,OneLink HR consultancy Pte Ltd,"$3,000 - $4,200 a month",Please be informed that the personal data you provided by way of your job application to *OneLink HR Consultancy Pte Ltd*. Work Location- Ang mo Kio....
Data Scientist,NA,NA,Data scientist with hands on expertise in building and executing analytics modules on various technology platforms including big data technology platforms....
Lead Research Officer,Singapore Institute of Technology,NA,"Collation, organization and management of institutional data relating to learning outcomes. The successful applicant will lead a team of research assistants in..."
Production Assistant,CEI Contract Manufacturing Limited,NA,Basic computer knowledge to perform data entry. Packing of finished products into carton boxes or polypropylene boxes and strapping....
Process Engineer,Jacobs,NA,"Activities shall include Process simulation, preparation of Process deliverables like Design Basis, Process Flow Diagrams, Material Selection Diagrams, Heat &..."
Field Application Specialist,Vela Diagnostics,NA,Bioinformatics experience with analyzing NGS data is a plus. Utilize data collected from customers to improve the quality and cost of products through a...
Assistant Technician/Technician,Temasek Life Sciences Laboratory Limited,NA,Collection of operation data from fish system and optimisation of water flow dynamics. No....
Service Engineer,Siemens AG,NA,"Contributes to or conducts the maintenance and improvement of internal tools, equipment, processes, and data repositories. What are my job responsibilities?..."
"Data Center Segment - Business Development Director, APAC",EATON,NA,Experience in Data Center industry. Strong data mining and analysis skills. Establish Eaton as a leader in the data center industry community....
Senior Infra Project Manager (Data Centre Migration),NA,NA,"Data Center Migrations & Consolidations which includes scope planning, financials/budget, timelines, managing Network Infrastructure procurement, delivery, rack..."
Executive (Industry Development Division 2) (1 Year Temporar...,SkillsFuture Singapore,NA,Able to handle and manage data and information. Monthly collation of data from at least 20 providers for reporting purposes....
Financial Analyst,FIS,NA,"Track VSOE data for recurring and services fees. Support the sales, presales and PS teams from a data management and analysis perspective (SFDC, sales reporting..."
Application Support Engineer,Nano Equipment Pte Ltd,NA,We provide custom software development services. The Application Support Engineer will provide application support for server applications and mobile apps...
"Director of Strategic Insights, Analytics, Demand Planning",Electronic Arts,NA,"Recommend improvements to existing data structure and forecast methodologies. Working knowledge of SQL with experience writing queries for large, complex data..."
Part Time Information Technology Administrator,Castlery,NA,"As an e-commerce tech startup, we move decisively on insightful data and leverage on technological solutions to supercharge our operations...."
"ADMIN ASSISTANT (East, Club environment), above $2K",RI Talent Solutions Pte Ltd,NA,"Prepares reports or provides necessary data for Manager's preparation of reports. Deliver secretarial and admin support to Manager, which includes:...."
Repair Development Engineer,NA,NA,Experience on Strain gage optimization and data reduction. Understand the legacy data and replicate the analytical approach followed....
ETL Developer / Database Developer,Emporio Analytics,NA,"Audit and QA data and processes to ensure data quality and integrity throughout the data ecosystem. Support in the Design, architecture, implementation and..."
Learning and Development Advisor,NA,NA,"In addition, you have strong expertise in MS Office and an understanding of data analytics. O Support the execution of learning evaluation strategy and..."
Data Scientist,Accenture,NA,"As well as be exposed to the challenges of using statistics in a business setting, such as incomplete data, biased data, large data sets, low signal-to-noise..."
Technical Customer Support Engineer,Solace Corporation,NA,"Solace technology enables open data movement by routing information between applications, devices, and people across clouds using open APIs and protocols...."
"VP, Enterprise Development",MasterCard,NA,"Recognizing the co-ordination challenge posed by the time-zone differences between Europe, the US and AP, MEP and the region aims to appoint a senior,..."
Data Analyst / Data Manager (APAC),Aspire SG,NA,"An almost professional presenter, with the ability to create content for both data and non data professionals. As the Data Champion you should have;..."
Consumer Networks - Senior Engineering Officer,Singtel,NA,Management of GIS data integrity. Coordinator for GIS and OSS issues and resolution....
Management Assistant Officer,National University of Singapore,NA,Meticulous and detail-oriented with high accuracy working on large volume of data. To provide support on the external language courses by the Centre for...
Food and Drink Trend Analyst,Mintel Group,NA,"Ability to think creatively when analyzing and presenting data. Ability to analyze multiple sets of data and write concise, insightful analysis...."
Project Planner,OneLink HR consultancy Pte Ltd,"$3,000 - $4,200 a month",Please be informed that the personal data you provided by way of your job application to *OneLink HR Consultancy Pte Ltd*. Work Location- Ang mo Kio....
Marketing Science Automation Specialist (Contract),POSSIBLE,NA,"Work across departments for data driven marketing projects. POSSIBLE Singapore is looking for a bright dynamic marketer who loves numbers, patterns and deriving..."
Production Assistant,CEI Contract Manufacturing Limited,NA,Basic computer knowledge to perform data entry. Packing of finished products into carton boxes or polypropylene boxes and strapping....
HSE & Quality Assurance Specialist,ABB,NA,Provide analysis of HSE data and report on progress on implementation of Sustainability Objectives and key performance indicators (KPI)....
Field Application Specialist,Vela Diagnostics,NA,Bioinformatics experience with analyzing NGS data is a plus. Utilize data collected from customers to improve the quality and cost of products through a...
Data Scientist,NA,NA,Data scientist with hands on expertise in building and executing analytics modules on various technology platforms including big data technology platforms....
Process Engineer,Wieland Metals Singapore,"$3,500 - $5,000 a month",Job Summary Be part of the organisation's Process Engineering Team and be involved in the below listed activities. Responsibilities and Duties (1)...
Strategy Insights & Planning Associate Consultant,ZS Associates,NA,"Associate Consultants come from diverse academic backgrounds and may have degrees in Mathematics, statistics, economics, engineering, or other relevant degree..."
Executive (Industry Development Division 2) (1 Year Temporar...,SkillsFuture Singapore,NA,Able to handle and manage data and information. Monthly collation of data from at least 20 providers for reporting purposes....
Technical Analyst,NTT DATA Business Solutions Singapore,NA,NTT DATA was established in 1967 as Data Communication Headquarter of Nippon Telegraph and Telephone Public Corporation....
"Research Associate, CFAR",Singapore University of Social Sciences,NA,"Perform data analysis using statistical, data mining and other appropriate methods and models. Collect, collate and prepare data for analysis...."
"ADMIN ASSISTANT (East, Club environment), above $2K",RI Talent Solutions Pte Ltd,NA,"Prepares reports or provides necessary data for Manager's preparation of reports. Deliver secretarial and admin support to Manager, which includes:...."
ETL Developer / Database Developer,Emporio Analytics,NA,"Audit and QA data and processes to ensure data quality and integrity throughout the data ecosystem. Support in the Design, architecture, implementation and..."
Senior Data Engineer,New Step Search Pte Ltd,"$7,000 - $10,000 a month","Build processes supporting data transformation, data structures, metadata, dependency and workload management...."
Wildlife Management Officer (Project Based),AECOM,NA,+ Camera Trap Data Management. + Fortnightly Maintenance of Motion Sensitive Camera Traps in forested terrain....
DATA PRIVACY COMPLIANCE OFFICER - INSURANCE - SINGAPORE,PeopleSearch,NA,Being the Data Privacy Subject Matter Expert to the business entities and in the most significant Data Privacy projects across APAC representing Data Privacy in...
Lab Analyst (Microbiology),NA,NA,Proper documentation and data entry of all test results. Conduct clean room monitoring according to respective test procedures....
Aesthetic Clinic Front Desk Receptionist,EPION PTE LTD,"$2,000 - $2,200 a month","General administration tasks including data entry, record keeping, cash handling and invoicing. Aesthetic Clinic Front Desk Receptionist $2000-$2200...."
Data Operations Executive,NA,NA,Manage data collection from multiple sources and upkeep data taxonomy. Track data taxonomy updates across Demand Side Platforms (DSPs) and Data Management...
Receptionist cum Administrative Assistant,DCA ARCHITECTS PTE LTD,NA,Handle requests for information and data. DCA Architects Pte Ltd is a progressive architectural practice behind some of Singapore’s most prominent landmarks....
Treasury Analyst,Cummins Inc.,NA,Update data into the treasury system. Supports cash management activities and analysis....
Support Engineer,Netrust,NA,"Support and assist day-to-day operations of IT Department and Data Centre – Helpdesk, Desktop, Server, Networking, IT Procurement, and Projects...."
"Analyst, ALM Risk Control – Market Risk Management",OCBC Bank: SG,NA,"Assist overseas centres on issues relating to system data, configurations, and workflow. Analyst, ALM Risk Control – Market Risk Management - (1800005Q)...."
Senior Business Analyst,Cargill,NA,"As an experienced professional in data, systems & process design, you will develop and provide solid data and reporting designs, system designs and quality..."
New Grad - Software Engineer Innovation Lab,Visa,NA,"IOS, Android, IOT, traditional web / JavaScript development projects and potentially big data analytics as well...."
Master Data Analyst (Junior) / Salary $2800 / Bonus / MNC,Kelly Services-Singapore,NA,"By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our..."
Project Officer,Lucky Joint Construction Pte Ltd.,NA,Data entry of claims entry details into the system. Churn out reports on installation of Telecommunication....
Data Engineer-Deja,Mozat,NA,Track and monitor the data flow. Build and enhance auto data processing pipelines. Design and implement python-based large-scaled web crawling tools....
Big Data Engineer,Razer USA Ltd.,NA,"Collect, cleanse and transform data from multiple data sources for report generation and visualization. Design, implement, and manage data pipelines from end-to..."
Quality Analyst- Customer Support,Rotimatic,NA,Ensuring Practices regarding Data security of the end users are deployed on the floor. About the position :....
Technical Analyst,Dow Jones,NA,"_Research & Data Science_. + Experience in data wrangling. + Passionate about data, analytics, and automation...."
Repair Development Engineer,NA,NA,Experience on Strain gage optimization and data reduction. Understand the legacy data and replicate the analytical approach followed....
"Software Test Analyst , Test Automation and Service Virtuali...",StarHub,NA,"Validate services using SOAP UI, CA LISA by testing XML request and response data. Interact with testers, developers, architects on collecting test requirements..."
Secretary / Personal Assistant to Finance DIrector,Genesissearch Pte Ltd,NA,Gather and prepare data for summaries and reports for submission. Reporting directly to and serving as personal assistant to the Finance DIrector....
Professional Service Engineer (Storage Data Protection),Softsource Solutions Pte Ltd,NA,"Perform upgrade or apply bug fixes of pre-installed SAN Storage & Data Protection products. Project implementation, which include installation and configuration..."
"Senior Analyst, Cross Border (Business Intelligence)",Lazada,NA,Presenting and visualizing data and information to management. Minimum 1-2 years of experience in data analysis or business development roles....
Application Programmer and Analyst,NA,NA,"Experience with Big Data development, including AWS, Python. Effectively Partner with our Business & Product Owners, Analyze the Requirements and work with the..."
Product Qualifications Engineer,Seagate,NA,Compiles and evaluates test data to determine appropriate limits and variables for process or material specifications....
Data Analyst,FIGS INC PTE LTD,NA,Keen sense of value of data and the passion for transforming raw data into actionable insights for our clients....
Operations / Research Assistant (Fieldwork),aAdvantage Consulting,NA,Conduct data verification to ensure data collected is accurate and reliable. Conduct mystery audits to measure compliance to service standards....
Research Fellow,Duke NUS graduate medical school Singapore,NA,"The selected candidate will assist in cancer research experiments, data analysis and manuscript preparation. The primary goal of Dr...."
Production assistant engineer,Murata Electronics Singapore Pte Ltd,NA,"Prepare quality, machine and quantity data for daily and on-line judgment. Production Assistant / Engineer*...."
Research Assistant/Associate,Duke NUS graduate medical school Singapore,NA,"Applicants will need proven skills in conducting and writing up quantitative data analysis. Conduct quantitative data analysis (example, multivariate analysis,..."
Day Activity Centre (DAC) Associate Coach (Hougang),Eden School,NA,Collect learning data and maintain documentation file. Performance of Clients....
Data Analytics Consultants,NA,NA,"You take customer from Strategy to Insights You implement Decision Management Dashboard, Financial Performance Software - Consolition and Planning and..."
"Data Modelling, No SQL",NA,NA,Worked as a Data Modeler. Minimum of 2 years of Data Modelling Experience. Knowledge of standard financial service models such as Financial Industry Business...
Technical Customer Support Engineer,Solace Corporation,NA,"Solace technology enables open data movement by routing information between applications, devices, and people across clouds using open APIs and protocols...."
System Engineer,Accenture,NA,"Perform site visit and able to identify the pain points such as inaccurate data, overcooling and poor scheduling...."
"VP, Enterprise Development",MasterCard,NA,"Recognizing the co-ordination challenge posed by the time-zone differences between Europe, the US and AP, MEP and the region aims to appoint a senior,..."
Accounts Assistant (Internship),Eurekahedge Pte Ltd,NA,Data entry and ad-hoc duties as assigned. Responsibilities and Duties*....
Data Centre Engineer,Capita Pte Ltd,"$2,800 - $3,400 a month",Data center power. Responsible for day-to-day operation of End User's data center infrastructure. More than 2 years of overseas large-scale data center on-site...
Admin Executive,LOB Education Centre Pte Ltd,NA,"Handle paperwork, data entry, filing & billing. Brief job description:...."
Marketing Reporting Analytics Manager,Oracle,NA,"Strong interest and relevant experience in data analysis and visualisation. Be engaged as a consulting partner for all data driven projects, decision support,..."
Senior Software Developer,Cresco Data Pte Ltd,"$4,000 - $5,000 a month","We are looking for a Senior Software Developer to help us enhance and support the Cresco Data platform. As part of the tech team, you will work on a range of..."
Project Officer,Lucky Joint Construction Pte Ltd.,NA,Data entry of claims entry details into the system. Churn out reports on installation of Telecommunication....
Technical Specialist,KES Systems & Service (1993) Pte Ltd,NA,Records and monitors troubleshooting data. Responsible in boards troubleshooting and rework activities to support production test i order to improve efficiency...
HRIS & Reporting,ams,NA,"Lead the development and implementation of Master Data (MD) and reporting strategies, as well as governance policies & procedures including communication for..."
Junior SAS Programmer,NMG Consulting,NA,"Data entry/data audit. Data capture template development. Involvement in data entry/data audit process. Solid data auditing, analytical and problem solving..."
Marine Service Engineers & Junior or Trainees Marine Service...,Hostmost,NA,Hostmost Engineering (S) Pte. Ltd. is actively looking for individuals to join the existing team in the quest forward for and exciting future. HIGH LEVEL...
Store Assistant (Part-Time),Kester Components Pte Ltd,NA,Perform data entry into system. Pick and pack into proper packaging for overseas shipment....
Mobile Analytics & Project Management Executive,Sephora,NA,Lead Data Engineer. The data is definitive:. This job is not available any more....
Credit Analyst (Retail),Randstad Direct Singapore,NA,"You will analyse their financial data, examine credit history to mitigate credit risks, support credit limit request and payment terms changes, create and..."
Associate Agents,Savills,NA,Personal data collected will be used for recruitment purposes only. Savills is a leading global real estate service provider listed on the London Stock Exchange...
Junior Equity Derivatives Trader - Singapore,Macquarie Group Limited,NA,Warrant market data; Macquarie’s Equity Derivatives and Trading Division (EDT) is seeking strong candidates for the role of Derivative Trader on its Singapore...
"ADMIN COORDINATOR (ONLINE PURCHASING) (5 DAYS – NEAR MRT, CL...",BIOSKIN HOLDINGS PTE LTD,NA,Data entry and monitor stocks. Liaising with locals / overseas supplier and vendor....
Data Scientist/ Engineer,Carro,NA,Data management and engineering to collect and process data to be used in modelling; Able to synthesize data into actionable business insights;...
Technical Analyst - Financial System,Marina Bay Sands,NA,"Tableau, Spotfire, Cognos) and data frameworks (e.g. Hadoop) or other data Analytics tools is preferred. Undertaking data collection, preprocessing and analysis..."
Research Fellow,Duke NUS graduate medical school Singapore,NA,"The selected candidate will assist in cancer research experiments, data analysis and manuscript preparation. The primary goal of Dr...."
Research Assistant/Associate,Duke NUS graduate medical school Singapore,NA,"Applicants will need proven skills in conducting and writing up quantitative data analysis. Conduct quantitative data analysis (example, multivariate analysis,..."
Trader / Junior Trader for Agricultural commodities,Valency International Trading,NA,Work closely with colleagues and external counter-parties to handle export/import data. Help to maintain and analyze a regional physical Sugar Trading book....
Data Entry and Entry Level Workers Required,NA,NA,"Previous Data Entry/Administrative experience. We are looking for an energetic, hardworking person willing to work in a team but can also work alone when..."
Admin Assistant cum Receptionist,CP Pte Ltd,NA,Perform data entry and scan documents. Resume formatting (to put raw resume data into company template). Provide general administrative and clerical support...
Solution Specialist - Data Integration,Oracle,NA,Solution Specialist - Data Integration-17001DUS. Applicants will be experienced individuals with a minimum 8 years of professional experience with proven sales...
Warehouse Assistant,MSD,NA,"Input transaction data into the business computer systems and file the documents accordingly. Perform day-to-day warehouse related tasks such as receiving,..."
Business Strategy Consultant,NA,NA,A high degree of comfort with strategic decision-making and strong quantitative skills to develop financial or operational models and supervise data analysis....
Global Brand Ambassador,Titans Marketing Group,NA,"Establish and implement tracking procedures for each client via KPI and companies data analytical systems. “When there’s a will, there’s always a way.”...."
Regional BI Finance Analyst (LEL),Lazada,NA,"Comfortable in dealing with big data for analysis and data modelling purposes. Extract, transform and load (ETL) data from multiple source from Data Warehouse..."
Back End Engineer,Bambu,NA,Data models and stored procedures.  Implementating of security and data protection.  Responsible for designing and implementing data storage and ensuring...
"Marketing Associate, Global South Asia and Middle East (Asso...",Bank of Singapore,NA,"Maintains client data and reports, e.g. contact lists, account numbers, facilities details, status of credit reviews/renewals, etc. Permanent, Full time...."
Project Planner,OneLink HR consultancy Pte Ltd,"$3,000 - $4,200 a month",Please be informed that the personal data you provided by way of your job application to *OneLink HR Consultancy Pte Ltd*. Work Location- Ang mo Kio....
Data Scientist,NA,NA,Data scientist with hands on expertise in building and executing analytics modules on various technology platforms including big data technology platforms....
Lead Research Officer,Singapore Institute of Technology,NA,"Collation, organization and management of institutional data relating to learning outcomes. The successful applicant will lead a team of research assistants in..."
Production Assistant,CEI Contract Manufacturing Limited,NA,Basic computer knowledge to perform data entry. Packing of finished products into carton boxes or polypropylene boxes and strapping....
Process Engineer,Jacobs,NA,"Activities shall include Process simulation, preparation of Process deliverables like Design Basis, Process Flow Diagrams, Material Selection Diagrams, Heat &..."
Field Application Specialist,Vela Diagnostics,NA,Bioinformatics experience with analyzing NGS data is a plus. Utilize data collected from customers to improve the quality and cost of products through a...
Assistant Technician/Technician,Temasek Life Sciences Laboratory Limited,NA,Collection of operation data from fish system and optimisation of water flow dynamics. No....
Service Engineer,Siemens AG,NA,"Contributes to or conducts the maintenance and improvement of internal tools, equipment, processes, and data repositories. What are my job responsibilities?..."
"Data Center Segment - Business Development Director, APAC",EATON,NA,Experience in Data Center industry. Strong data mining and analysis skills. Establish Eaton as a leader in the data center industry community....
Senior Infra Project Manager (Data Centre Migration),NA,NA,"Data Center Migrations & Consolidations which includes scope planning, financials/budget, timelines, managing Network Infrastructure procurement, delivery, rack..."
Executive (Industry Development Division 2) (1 Year Temporar...,SkillsFuture Singapore,NA,Able to handle and manage data and information. Monthly collation of data from at least 20 providers for reporting purposes....
Financial Analyst,FIS,NA,"Track VSOE data for recurring and services fees. Support the sales, presales and PS teams from a data management and analysis perspective (SFDC, sales reporting..."
Application Support Engineer,Nano Equipment Pte Ltd,NA,We provide custom software development services. The Application Support Engineer will provide application support for server applications and mobile apps...
"Director of Strategic Insights, Analytics, Demand Planning",Electronic Arts,NA,"Recommend improvements to existing data structure and forecast methodologies. Working knowledge of SQL with experience writing queries for large, complex data..."
Part Time Information Technology Administrator,Castlery,NA,"As an e-commerce tech startup, we move decisively on insightful data and leverage on technological solutions to supercharge our operations...."
"ADMIN ASSISTANT (East, Club environment), above $2K",RI Talent Solutions Pte Ltd,NA,"Prepares reports or provides necessary data for Manager's preparation of reports. Deliver secretarial and admin support to Manager, which includes:...."
Repair Development Engineer,NA,NA,Experience on Strain gage optimization and data reduction. Understand the legacy data and replicate the analytical approach followed....
ETL Developer / Database Developer,Emporio Analytics,NA,"Audit and QA data and processes to ensure data quality and integrity throughout the data ecosystem. Support in the Design, architecture, implementation and..."
Learning and Development Advisor,NA,NA,"In addition, you have strong expertise in MS Office and an understanding of data analytics. O Support the execution of learning evaluation strategy and..."
